title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
Crank,42931041.0,27838408.0,64.8,15092633.0,35.2,2006,,crank
Man of the Year,42472472.0,37327390.0,87.9,5145082.0,12.1,2006,,man of the year
A Good Year,42269923.0,7459300.0,17.6,34810623.0,82.4,2006,,a good year
200 Pounds Beauty,42013016.0,0.0,0.0,42013016.0,100.0,2006,,200 pounds beauty
Gridiron Gang,41480851.0,38432823.0,92.7,3048028.0,7.3,2006,,gridiron gang
Thank You for Smoking,39323027.0,24793509.0,63.1,14529518.0,36.9,2006,,thank you for smoking
Scoop,39220946.0,10525717.0,26.8,28695229.0,73.2,2006,,scoop
Tazza: The High Rollers,39212715.0,0.0,0.0,39212715.0,100.0,2006,,tazza: the high rollers
The Wicker Man,38805380.0,23649127.0,60.9,15156253.0,39.1,2006,,the wicker man
Basic Instinct 2,38629478.0,5971336.0,15.5,32658142.0,84.5,2006,,basic instinct 2
Accepted,38623262.0,36323505.0,94.0,2299757.0,6.0,2006,,accepted
Employee of the Month,38528984.0,28444855.0,73.8,10084129.0,26.200000000000003,2006,,employee of the month
Day Watch,38411815.0,0.0,0.0,38411815.0,100.0,2006,,day watch
Just My Luck,38159905.0,17326650.0,45.4,20833255.0,54.6,2006,,just my luck
Camping,37912041.0,0.0,0.0,37912041.0,100.0,2006,,camping
The Covenant,37598767.0,23380495.0,62.2,14218272.0,37.8,2006,,the covenant
Miss Potter,35078241.0,3005605.0,8.6,32072636.0,91.4,2006,,miss potter
Bambi II,34958637.0,0.0,0.0,34958637.0,100.0,2006,,bambi ii
Love and Honor,33755574.0,60910.0,0.2,33694664.0,99.8,2006,,love and honor
Tell No One,33406992.0,6177192.0,18.5,27229800.0,81.5,2006,,tell no one
7 Dwarves: The Forest Is Not Enough,32863752.0,0.0,0.0,32863752.0,100.0,2006,,7 dwarves: the forest is not enough
Dhoom 2,32396427.0,2643586.0,8.2,29752841.0,91.8,2006,,dhoom 2
Stick It,31976848.0,26910736.0,84.2,5066112.0,15.8,2006,,stick it
Deutschland. Ein SommermÃ¤rchen,31257991.0,0.0,0.0,31257991.0,100.0,2006,,deutschland. ein sommermã¤rchen
Ultraviolet,31070211.0,18535812.0,59.699999999999996,12534399.0,40.3,2006,,ultraviolet
Doraemon the Movie: Nobita's Dinosaur,30963292.0,0.0,0.0,30963292.0,100.0,2006,,doraemon the movie: nobita's dinosaur
Twosabu ilchae,30622421.0,0.0,0.0,30622421.0,100.0,2006,,twosabu ilchae
Natale a New York,30437121.0,0.0,0.0,30437121.0,100.0,2006,,natale a new york
I Do: How to Get Married and Stay Single,30057369.0,0.0,0.0,30057369.0,100.0,2006,,i do: how to get married and stay single
Pulse,29907685.0,20264436.0,67.8,9643249.0,32.2,2006,,pulse
Death Note,29630359.0,0.0,0.0,29630359.0,100.0,2006,,death note
An American Haunting,29612137.0,16298046.0,55.00000000000001,13314091.0,45.0,2006,,an american haunting
The Valet,29414553.0,1926800.0,6.6000000000000005,27487753.0,93.4,2006,,the valet
Tristan + Isolde,28047963.0,14734633.0,52.5,13313330.0,47.5,2006,,tristan + isolde
Priceless,27949650.0,2165188.0,7.7,25784462.0,92.3,2006,,priceless
PokÃ©mon Ranger and the Temple of the Sea,27638625.0,0.0,0.0,27638625.0,100.0,2006,,pokã©mon ranger and the temple of the sea
Stay Alive,27298695.0,23086480.0,84.6,4212215.0,15.4,2006,,stay alive
Clerks II,26984975.0,24148068.0,89.5,2836907.0,10.5,2006,,clerks ii
The Painted Veil,26910847.0,8060487.0,30.0,18850360.0,70.0,2006,,the painted veil
Black Book,26768563.0,4398532.0,16.4,22370031.0,83.6,2006,,black book
Detective Conan: The Private Eyes' Requiem,26251232.0,0.0,0.0,26251232.0,100.0,2006,,detective conan: the private eyes' requiem
A Prairie Home Companion,25978867.0,20342852.0,78.3,5636015.0,21.7,2006,,a prairie home companion
You Are So Beautiful,25329576.0,0.0,0.0,25329576.0,100.0,2006,,you are so beautiful
Tears for You,25300338.0,0.0,0.0,25300338.0,100.0,2006,,tears for you
Kabhi Alvida Naa Kehna,25229168.0,3275444.0,13.0,21953724.0,87.0,2006,,kabhi alvida naa kehna
School for Scoundrels,23947685.0,17807569.0,74.4,6140116.0,25.6,2006,,school for scoundrels
Stormbreaker,23937870.0,677646.0,2.8,23260224.0,97.2,2006,,stormbreaker
Il mio miglior nemico,23710143.0,0.0,0.0,23710143.0,100.0,2006,,il mio miglior nemico
Valley of the Wolves: Iraq,23465471.0,0.0,0.0,23465471.0,100.0,2006,,valley of the wolves: iraq
Captain Alatriste: The Spanish Musketeer,23321954.0,0.0,0.0,23321954.0,100.0,2006,,captain alatriste: the spanish musketeer
"OSS 117: Cairo, Nest of Spies",23055884.0,303543.0,1.3,22752341.0,98.7,2006,,"oss 117: cairo, nest of spies"
Aquamarine,22989957.0,18597342.0,80.9,4392615.0,19.1,2006,,aquamarine
Days of Glory,22963701.0,320700.0,1.4,22643001.0,98.6,2006,,days of glory
The Wind that Shakes the Barley,22899908.0,1836089.0,8.0,21063819.0,92.0,2006,,the wind that shakes the barley
The Banquet,22598772.0,0.0,0.0,22598772.0,100.0,2006,,the banquet
Asterix and the Vikings,22501596.0,0.0,0.0,22501596.0,100.0,2006,,asterix and the vikings
Fanaa,22175908.0,2105352.0,9.5,20070556.0,90.5,2006,,fanaa
The Marine,22165608.0,18844784.0,85.0,3320824.0,15.0,2006,,the marine
Unaccompanied Minors,21949234.0,16655224.0,75.9,5294010.0,24.1,2006,,unaccompanied minors
Flicka,21893591.0,21000147.0,95.9,893444.0,4.1,2006,,flicka
Rob0B0Hood,21836580.0,0.0,0.0,21836580.0,100.0,2006,,rob0b0hood
Wolfhound,21573338.0,0.0,0.0,21573338.0,100.0,2006,,wolfhound
Black Christmas,21510851.0,16273581.0,75.7,5237270.0,24.3,2006,,black christmas
Waist Deep,21353303.0,21344312.0,100.0,8991.0,,2006,,waist deep
ATL,21170563.0,21170563.0,100.0,0.0,0.0,2006,,atl
Bobby,20704591.0,11242801.0,54.29999999999999,9461790.0,45.7,2006,,bobby
Beerfest,20387597.0,19185184.0,94.1,1202413.0,5.9,2006,,beerfest
Don,19640129.0,2223961.0,11.3,17416168.0,88.7,2006,,don
Movie: Marrying the Mafia 3 0 Family Hustle,19606487.0,0.0,0.0,19606487.0,100.0,2006,,movie: marrying the mafia 3 0 family hustle
Akeelah and the Bee,18948425.0,18848430.0,99.5,99995.0,0.5,2006,,akeelah and the bee
See No Evil,18564467.0,15032800.0,81.0,3531667.0,19.0,2006,,see no evil
Hanbando,18483140.0,0.0,0.0,18483140.0,100.0,2006,,hanbando
Bandidas,18381890.0,0.0,0.0,18381890.0,100.0,2006,,bandidas
Friends with Money,18245244.0,13368437.0,73.3,4876807.0,26.700000000000003,2006,,friends with money
Krrish,18041250.0,1430721.0,7.9,16610529.0,92.1,2006,,krrish
Lage Raho Munna Bhai,17897527.0,2217562.0,12.4,15679965.0,87.6,2006,,lage raho munna bhai
Flyboys,17834865.0,13090630.0,73.4,4744235.0,26.6,2006,,flyboys
Battle of the Warriors,17812601.0,0.0,0.0,17812601.0,100.0,2006,,battle of the warriors
Memories of Tomorrow,17696020.0,140200.0,0.8,17555820.0,99.2,2006,,memories of tomorrow
Grave Decisions,17685834.0,0.0,0.0,17685834.0,100.0,2006,,grave decisions
Orchestra Seats,17574836.0,2044858.0,11.6,15529978.0,88.4,2006,,orchestra seats
Annapolis,17496992.0,17127992.0,97.9,369000.0,2.1,2006,,annapolis
"Paris, I Love You",17471727.0,4899278.0,28.000000000000004,12572449.0,72.0,2006,,"paris, i love you"
Material Girls,16907725.0,11449638.0,67.7,5458087.0,32.3,2006,,material girls
Zhara,16877870.0,0.0,0.0,16877870.0,100.0,2006,,zhara
Pirates of the Caribbean: At World's End,960996492.0,309420425.0,32.2,651576067.0,67.8,2007,,pirates of the caribbean: at world's end
Harry Potter and the Order of the Phoenix,941934579.0,292004738.0,31.0,649928484.0,69.0,2007,,harry potter and the order of the phoenix
Spider0Man 3,894983373.0,336530303.0,37.6,558453070.0,62.4,2007,,spider0man 3
Shrek the Third,813367380.0,322719944.0,39.7,490647436.0,60.3,2007,,shrek the third
Transformers,709709780.0,319246193.0,45.0,390463587.0,55.00000000000001,2007,,transformers
Ratatouille,623726085.0,206445654.0,33.1,417280431.0,66.9,2007,,ratatouille
I Am Legend,585410052.0,256393010.0,43.8,329017042.0,56.2,2007,,i am legend
The Simpsons Movie,536414270.0,183135014.0,34.1,353279256.0,65.9,2007,,the simpsons movie
National Treasure: Book of Secrets,459242249.0,219964115.0,47.9,239278134.0,52.1,2007,,national treasure: book of secrets
300,456068181.0,210614939.0,46.2,245453242.0,53.79999999999999,2007,,300
The Bourne Ultimatum,444100035.0,227471070.0,51.2,216628965.0,48.8,2007,,the bourne ultimatum
Live Free or Die Hard,388156011.0,134529403.0,34.7,253626608.0,65.3,2007,,live free or die hard
The Golden Compass,372234864.0,70107728.0,18.8,302127136.0,81.2,2007,,the golden compass
Alvin and the Chipmunks,365352546.0,217326974.0,59.5,148025572.0,40.5,2007,,alvin and the chipmunks
Enchanted,340487652.0,127807262.0,37.5,212680390.0,62.5,2007,,enchanted
Ocean's Thirteen,311312624.0,117154724.0,37.6,194157900.0,62.4,2007,,ocean's thirteen
Fantastic Four: Rise of the Silver Surfer,301913131.0,131921738.0,43.7,169991393.0,56.3,2007,,fantastic four: rise of the silver surfer
Bee Movie,293514336.0,126631277.0,43.1,166883059.0,56.89999999999999,2007,,bee movie
American Gangster,269755430.0,130164645.0,48.3,139590785.0,51.7,2007,,american gangster
Rush Hour 3,258097122.0,140125968.0,54.29999999999999,117971154.0,45.7,2007,,rush hour 3
Wild Hogs,253625427.0,168273550.0,66.3,85351877.0,33.7,2007,,wild hogs
Juno,232372681.0,143495265.0,61.8,88877416.0,38.2,2007,,juno
Mr. Bean's Holiday,232225908.0,33302167.0,14.3,198923741.0,85.7,2007,,mr. bean's holiday
Ghost Rider,228738393.0,115802596.0,50.6,112935797.0,49.4,2007,,ghost rider
Knocked Up,219922417.0,148768917.0,67.6,71153500.0,32.4,2007,,knocked up
Hairspray,203553768.0,118871849.0,58.4,84681073.0,41.6,2007,,hairspray
Beowulf,196393745.0,82280579.0,41.9,114113166.0,58.099999999999994,2007,,beowulf
I Now Pronounce You Chuck & Larry,187134117.0,120059556.0,64.2,67074561.0,35.8,2007,,i now pronounce you chuck & larry
Knowing,183658498.0,79957634.0,43.5,103700864.0,56.49999999999999,2007,,knowing
The Bucket List,175372502.0,93466502.0,53.29999999999999,81906000.0,46.7,2007,,the bucket list
Evan Almighty,174440724.0,100462298.0,57.60000000000001,73978426.0,42.4,2007,,evan almighty
No Country for Old Men,171627166.0,74283625.0,43.3,97343541.0,56.7,2007,,no country for old men
Superbad,170812574.0,121463226.0,71.1,49349300.0,28.9,2007,,superbad
Meet the Robinsons,169333034.0,97822171.0,57.8,71510863.0,42.2,2007,,meet the robinsons
Norbit,159814490.0,95673607.0,59.9,64140883.0,40.1,2007,,norbit
P.S. I Love You,156835339.0,53695808.0,34.2,103139531.0,65.8,2007,,p.s. i love you
Sweeney Todd: The Demon Barber of Fleet Street,153383627.0,52898073.0,34.5,100485554.0,65.5,2007,,sweeney todd: the demon barber of fleet street
Surf's Up,152005713.0,58867694.0,38.7,93138019.0,61.3,2007,,surf's up
The Game Plan,147880543.0,90648202.0,61.3,57232341.0,38.7,2007,,the game plan
Resident Evil: Extinction,147717833.0,50648679.0,34.3,97069154.0,65.7,2007,,resident evil: extinction
Music and Lyrics,145896422.0,50572589.0,34.7,95323833.0,65.3,2007,,music and lyrics
Blades of Glory,145710347.0,118594548.0,81.4,27115799.0,18.6,2007,,blades of glory
Saw IV,139352633.0,63300095.0,45.4,76052538.0,54.6,2007,,saw iv
Bridge to Terabithia,137587063.0,82272442.0,59.8,55314621.0,40.2,2007,,bridge to terabithia
Stardust,137515140.0,38634938.0,28.1,98880202.0,71.9,2007,,stardust
1408,132963417.0,71985628.0,54.1,60977789.0,45.9,2007,,1408
Aliens vs. Predator: Requiem,130290885.0,41797066.0,32.1,88493819.0,67.9,2007,,aliens vs. predator: requiem
Atonement,129266061.0,50927067.0,39.4,78338994.0,60.6,2007,,atonement
The Heartbreak Kid,128453183.0,36787257.0,28.6,91665926.0,71.4,2007,,the heartbreak kid
Charlie Wilson's War,119483446.0,66661095.0,55.8,52822351.0,44.2,2007,,charlie wilson's war
Disturbia,118114220.0,80209692.0,67.9,37904528.0,32.1,2007,,disturbia
Earth,108975160.0,32011576.0,29.4,76963584.0,70.6,2007,,earth
The Water Horse,103967384.0,40946255.0,39.4,63021129.0,60.6,2007,,the water horse
Hitman,101276318.0,39687694.0,39.2,61588624.0,60.8,2007,,hitman
Fred Claus,97838349.0,72006777.0,73.6,25831572.0,26.400000000000002,2007,,fred claus
TMNT,95797812.0,54149098.0,56.49999999999999,41648714.0,43.5,2007,,tmnt
Shooter,95696996.0,47003582.0,49.1,48693414.0,50.9,2007,,shooter
Michael Clayton,92991835.0,49033882.0,52.7,43957953.0,47.3,2007,,michael clayton
No Reservations,92601050.0,43107979.0,46.6,49493071.0,53.400000000000006,2007,,no reservations
Fracture,92011561.0,39015018.0,42.4,52996543.0,57.60000000000001,2007,,fracture
Epic Movie,87238158.0,39739367.0,45.6,47498791.0,54.400000000000006,2007,,epic movie
The Kingdom,87019158.0,47536778.0,54.6,39482380.0,45.4,2007,,the kingdom
La Vie En Rose,86274793.0,10301706.0,11.9,75973087.0,88.1,2007,,la vie en rose
Zodiac,84785914.0,33080084.0,39.0,51705830.0,61.0,2007,,zodiac
Premonition,84146832.0,47852604.0,56.89999999999999,36294228.0,43.1,2007,,premonition
Hannibal Rising,82169884.0,27670986.0,33.7,54498898.0,66.3,2007,,hannibal rising
Rabbit Without Ears,81744033.0,0.0,0.0,81744033.0,100.0,2007,,rabbit without ears
Hot Fuzz,80577265.0,23637265.0,29.299999999999997,56940000.0,70.7,2007,,hot fuzz
Halloween,80460948.0,58272029.0,72.4,22188919.0,27.6,2007,,halloween
The Orphanage,78638987.0,7161284.0,9.1,71477703.0,90.9,2007,,the orphanage
The Number 23,77677553.0,35193167.0,45.3,42484386.0,54.7,2007,,the number 23
Next,77621983.0,18211013.0,23.5,59410970.0,76.5,2007,,next
There Will Be Blood,76181545.0,40222514.0,52.800000000000004,35959031.0,47.2,2007,,there will be blood
Hero,76089199.0,0.0,0.0,76089199.0,100.0,2007,,hero
Elizabeth: The Golden Age,75782758.0,16383509.0,21.6,59399249.0,78.4,2007,,elizabeth: the golden age
30 Days of Night,75513170.0,39569000.0,52.400000000000006,35944170.0,47.6,2007,,30 days of night
Stomp the Yard,75511123.0,61356221.0,81.3,14154902.0,18.7,2007,,stomp the yard
Dragon Wars: D0War,75108817.0,10977721.0,14.6,64131096.0,85.4,2007,,dragon wars: d0war
The Kite Runner,75011029.0,15800078.0,21.1,59210951.0,78.9,2007,,the kite runner
Perfect Stranger,73534117.0,23984949.0,32.6,49549168.0,67.4,2007,,perfect stranger
License to Wed,70181325.0,43799818.0,62.4,26381507.0,37.6,2007,,license to wed
3:10 to Yuma,70016220.0,53606916.0,76.6,16409304.0,23.4,2007,,3:10 to yuma
The Brave One,69787394.0,36793804.0,52.7,32993590.0,47.3,2007,,the brave one
Because I Said So,69485490.0,42674040.0,61.4,26811450.0,38.6,2007,,because i said so
Mr. Magorium's Wonder Emporium,69474661.0,32061555.0,46.1,37413106.0,53.900000000000006,2007,,mr. magorium's wonder emporium
